county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,flag,sars_cov2_normalized,STATEFP,COUNTYFP,FIPS,NAMELSAD,smooth_normalised
Mecklenburg,Charlotte 3,120000,0.17,2022-03-12,0,0,285161.812601159,37,119,37119,Mecklenburg County,2067881.05361195
Mecklenburg,Charlotte 3,120000,0.17,2022-03-15,0,0,706363.649031036,37,119,37119,Mecklenburg County,1089609.22690925
Mecklenburg,Charlotte 3,120000,0.42,2022-03-19,7097.5347832892,0,2966565.48528986,37,119,37119,Mecklenburg County,1319363.64897402
Mecklenburg,Charlotte 3,120000,0.42,2022-03-22,6363.96103067893,0,2501359.33788107,37,119,37119,Mecklenburg County,2058096.15740066
Mecklenburg,Charlotte 3,120000,0.42,2022-03-26,4153.31193145904,0,1459520.74513952,37,119,37119,Mecklenburg County,2309148.52277015
Mecklenburg,Charlotte 3,120000,0.42,2022-03-29,6451.74395028198,0,2299778.97090158,37,119,37119,Mecklenburg County,2086886.35130739
Mecklenburg,Charlotte 3,120000,0.42,2022-04-02,3674.23461417477,0,1752464.41127064,37,119,37119,Mecklenburg County,1837254.70910391
Mecklenburg,Charlotte 3,120000,0.58,2022-04-04,19665.9604392971,0,7729719.51683804,37,119,37119,Mecklenburg County,3927320.96633675
Mecklenburg,Charlotte 3,120000,0.92,2022-04-09,8466.84711093807,0,3386659.25601236,37,119,37119,Mecklenburg County,4289614.39470701
Mecklenburg,Charlotte 3,120000,2,2022-04-12,10874.2815854658,0,4236410.77577694,37,119,37119,Mecklenburg County,5117596.51620911
Mecklenburg,Charlotte 3,120000,0.83,2022-04-16,95000.0000000001,0,35032299.75,37,119,37119,Mecklenburg County,14218456.5939298
Mecklenburg,Charlotte 3,120000,1.83,2022-04-19,65000,0,21406437,37,119,37119,Mecklenburg County,20225049.175259
Mecklenburg,Charlotte 3,120000,2.25,2022-04-23,47997.395762687,0,18153793.4135141,37,119,37119,Mecklenburg County,24864176.7211714
Mecklenburg,Charlotte 3,120000,2.75,2022-04-26,28411.0453873137,0,11095283.1630759,37,119,37119,Mecklenburg County,16885171.1921967
Mecklenburg,Charlotte 3,120000,1.75,2022-04-30,55509.0082779363,0,20136864.1604662,37,119,37119,Mecklenburg County,16461980.2456854
Mecklenburg,Charlotte 3,120000,3.42,2022-05-06,98742.0882906575,0,36069606.0479914,37,119,37119,Mecklenburg County,22433917.7905112
Mecklenburg,Charlotte 3,120000,3.75,2022-05-10,47341.8419582508,0,16935137.907858,37,119,37119,Mecklenburg County,24380536.0387719
Mecklenburg,Charlotte 3,120000,3.5,2022-05-14,110056.803515276,0,38883508.9091609,37,119,37119,Mecklenburg County,30629417.6216701
Mecklenburg,Charlotte 3,120000,4.83,2022-05-17,20947.8519185143,0,6753375.88522461,37,119,37119,Mecklenburg County,20857340.9007478
Mecklenburg,Charlotte 3,120000,3.67,2022-05-21,73654.5993132812,0,22816125.1730138,37,119,37119,Mecklenburg County,22817669.9891331
Mecklenburg,Charlotte 3,120000,4.75,2022-05-24,136930.639376291,0,49846764.8007036,37,119,37119,Mecklenburg County,26472088.6196473
Mecklenburg,Charlotte 3,120000,4.08,2022-05-28,170000,0,60008053.5,37,119,37119,Mecklenburg County,44223647.8245725
Mecklenburg,Charlotte 3,120000,3.42,2022-06-04,168188.881915542,0,55124334.9294676,37,119,37119,Mecklenburg County,54993051.0767237
Mecklenburg,Charlotte 3,120000,4.75,2022-06-07,66238.206497459,0,22796272.883429,37,119,37119,Mecklenburg County,45976220.4376322
Mecklenburg,Charlotte 3,120000,4.17,2022-06-11,89861.0037780573,0,30699425.8940565,37,119,37119,Mecklenburg County,36206677.9023177
Mecklenburg,Charlotte 3,120000,5.58,2022-06-14,62500,0,19735340.6249999,37,119,37119,Mecklenburg County,24410346.4674951
Mecklenburg,Charlotte 3,120000,3.25,2022-06-18,114891.25293076,0,37764628.4579627,37,119,37119,Mecklenburg County,29399798.325673
Mecklenburg,Charlotte 3,120000,4,2022-06-21,57716.9819030761,0,18971508.4628609,37,119,37119,Mecklenburg County,25490492.5152745
Mecklenburg,Charlotte 3,120000,3.75,2022-06-25,126885.775404495,0,43068102.8080503,37,119,37119,Mecklenburg County,33268079.9096246
Mecklenburg,Charlotte 3,120000,4.83,2022-06-28,82990.9633634891,0,24949062.921541,37,119,37119,Mecklenburg County,28996224.7308174
Mecklenburg,Charlotte 3,120000,4.42,2022-07-02,62449.979983984,0,21039435.7265921,37,119,37119,Mecklenburg County,29685533.8187278
Mecklenburg,Charlotte 3,120000,6.67,2022-07-09,101734.949746879,0,33375981.493559,37,119,37119,Mecklenburg County,26454826.7138974
Mecklenburg,Charlotte 3,120000,7,2022-07-12,166019.57715884,0,55670240.7784857,37,119,37119,Mecklenburg County,36695219.3328789
Mecklenburg,Charlotte 3,120000,4.67,2022-07-16,81009.2587300984,0,33067355.6423338,37,119,37119,Mecklenburg County,40704525.9714595
Mecklenburg,Charlotte 3,120000,7.42,2022-07-19,71414.2842854286,0,23451269.0529297,37,119,37119,Mecklenburg County,37396288.4912497
Mecklenburg,Charlotte 3,120000,4.08,2022-07-23,139642.40043769,0,49115967.668147,37,119,37119,Mecklenburg County,35211530.7878035
Mecklenburg,Charlotte 3,120000,6.92,2022-07-26,78740.0787401181,0,24888234.9542474,37,119,37119,Mecklenburg County,32485157.225108
Mecklenburg,Charlotte 3,120000,4.33,2022-07-30,116538.620208067,0,36431248.7749329,37,119,37119,Mecklenburg County,36811817.1324424
Mecklenburg,Charlotte 3,120000,7.17,2022-08-02,93072.5523449316,0,35995037.1172177,37,119,37119,Mecklenburg County,32438173.615466
Mecklenburg,Charlotte 3,120000,3.58,2022-08-06,143750,0,49563109.6874999,37,119,37119,Mecklenburg County,40663131.8598835
Mecklenburg,Charlotte 3,120000,4.5,2022-08-09,112326.254722572,0,34901817.2964516,37,119,37119,Mecklenburg County,40153321.3670564
Mecklenburg,Charlotte 3,120000,4.25,2022-08-12,124899.959967968,0,42748666.2235065,37,119,37119,Mecklenburg County,42404531.0691527
Mecklenburg,Charlotte 3,120000,5.25,2022-08-16,93374.2469849156,0,31546204.5524003,37,119,37119,Mecklenburg County,36398896.0241195
Mecklenburg,Charlotte 3,120000,4,2022-08-20,160565.407233314,0,53942630.9630126,37,119,37119,Mecklenburg County,42745833.9129731
Mecklenburg,Charlotte 3,120000,4.67,2022-08-23,111970.978382793,0,37723089.7997501,37,119,37119,Mecklenburg County,41070641.771721
Mecklenburg,Charlotte 3,120000,4,2022-08-27,79960.9279585974,0,25829042.9179284,37,119,37119,Mecklenburg County,39164921.226897
Mecklenburg,Charlotte 3,120000,3,2022-08-30,64807.4069840786,0,30931010.254622,37,119,37119,Mecklenburg County,31494380.9907668
Mecklenburg,Charlotte 3,120000,3.25,2022-09-03,106242.646804379,0,35156440.8382289,37,119,37119,Mecklenburg County,30638831.3369264
Mecklenburg,Charlotte 3,120000,4.75,2022-09-07,49749.371855331,0,16886140.7424981,37,119,37119,Mecklenburg County,27657863.9451163
Mecklenburg,Charlotte 3,120000,2.92,2022-09-10,185741.756210067,0,60232819.6323667,37,119,37119,Mecklenburg County,37425133.7376979
Mecklenburg,Charlotte 3,120000,2.83,2022-09-13,86204.6982478334,0,33502111.1807277,37,119,37119,Mecklenburg County,36873690.5185308
Mecklenburg,Charlotte 3,120000,2.25,2022-09-16,58094.7501931113,0,19645460.1527029,37,119,37119,Mecklenburg County,37793463.6552658
Mecklenburg,Charlotte 3,120000,1.92,2022-09-20,24396.4649078509,0,8742502.47548626,37,119,37119,Mecklenburg County,20630024.6029723
Mecklenburg,Charlotte 3,120000,1.92,2022-09-24,52163.8045008223,0,16471527.2019141,37,119,37119,Mecklenburg County,14953163.2767011
Mecklenburg,Charlotte 3,120000,2.33,2022-09-27,40620.1920231798,0,14364089.9621312,37,119,37119,Mecklenburg County,13192706.5465105
Mecklenburg,Charlotte 3,120000,0.83,2022-10-01,33541.0196624969,0,11194184.5023816,37,119,37119,Mecklenburg County,14009933.888809
Mecklenburg,Charlotte 3,120000,2,2022-10-04,31464.2654451046,0,10610255.3095496,37,119,37119,Mecklenburg County,12056176.5913541
Mecklenburg,Charlotte 3,120000,1.08,2022-10-08,40682.5892880143,0,12461156.4299679,37,119,37119,Mecklenburg County,11421865.4139664
Mecklenburg,Charlotte 3,120000,1.08,2022-10-09,23177.249469582,0,7896164.412794,37,119,37119,Mecklenburg County,10322525.3841038
Mecklenburg,Charlotte 3,120000,0.92,2022-10-15,54244.8154204621,0,20328494.104969,37,119,37119,Mecklenburg County,13561938.3159103
Mecklenburg,Charlotte 3,120000,1.25,2022-10-18,56291.6512459885,0,17899258.9966314,37,119,37119,Mecklenburg County,15374639.1714648
Mecklenburg,Charlotte 3,120000,1.67,2022-10-22,30058.2767303783,0,9273281.95991666,37,119,37119,Mecklenburg County,15833678.353839
Mecklenburg,Charlotte 3,120000,1.58,2022-10-25,14241.2253686261,0,4725999.05874483,37,119,37119,Mecklenburg County,10632846.6717643
Mecklenburg,Charlotte 3,120000,1.67,2022-10-27,69597.0545353753,0,22525205.0153668,37,119,37119,Mecklenburg County,12174828.6780094
Mecklenburg,Charlotte 3,120000,1.08,2022-11-01,30850.4457018047,0,9595528.27328139,37,119,37119,Mecklenburg County,12282244.1157977
Mecklenburg,Charlotte 3,120000,0.83,2022-11-05,43474.1302385683,0,13000790.835801,37,119,37119,Mecklenburg County,15040508.0414831
Mecklenburg,Charlotte 3,120000,1.75,2022-11-09,23558.4379787795,0,7743632.64934303,37,119,37119,Mecklenburg County,10113317.2528085
Mecklenburg,Charlotte 3,120000,0.75,2022-11-11,70356.2363973515,0,21705609.5265705,37,119,37119,Mecklenburg County,14150011.0039048
Mecklenburg,Charlotte 3,120000,0.5,2022-11-14,56772.5726033268,0,20828060.0362376,37,119,37119,Mecklenburg County,16759100.7373837
Mecklenburg,Charlotte 3,120000,1.08,2022-11-19,102530.483272049,0,32116838.2615308,37,119,37119,Mecklenburg County,24883502.608113
Mecklenburg,Charlotte 3,120000,1.67,2022-11-22,42452.9150942547,0,15346970.788189,37,119,37119,Mecklenburg County,22763956.3619858
Mecklenburg,Charlotte 3,120000,1.17,2022-11-24,89127.7173498794,0,30561372.8821271,37,119,37119,Mecklenburg County,26008393.9772823
Mecklenburg,Charlotte 3,120000,3.17,2022-11-29,46948.1096531054,0,18349318.8944993,37,119,37119,Mecklenburg County,21419220.8549385
Mecklenburg,Charlotte 3,120000,1.67,2022-12-03,40422.7658628155,0,14804330.6915445,37,119,37119,Mecklenburg County,21238340.8227236
Mecklenburg,Charlotte 3,120000,3.17,2022-12-06,51847.1310681701,0,18514060.9248541,37,119,37119,Mecklenburg County,17222570.1702993
Mecklenburg,Charlotte 3,120000,2.25,2022-12-10,85805.0115086526,0,32534763.4382461,37,119,37119,Mecklenburg County,21951051.6848816
Mecklenburg,Charlotte 3,120000,3.83,2022-12-13,62048.3682299542,0,21432607.7451622,37,119,37119,Mecklenburg County,24160477.3694208
Mecklenburg,Charlotte 3,120000,2.58,2022-12-17,45768.4389071771,0,22161798.9717679,37,119,37119,Mecklenburg County,25376390.0517254
Mecklenburg,Charlotte 3,120000,4.83,2022-12-20,43322.9154143624,0,15524818.7262352,37,119,37119,Mecklenburg County,19706408.4810551
Mecklenburg,Charlotte 3,120000,2.83,2022-12-24,183234.822018087,0,96817386.2143893,37,119,37119,Mecklenburg County,44834667.9707975
Mecklenburg,Charlotte 3,120000,3.83,2022-12-31,235504.777021614,0,77335871.1698382,37,119,37119,Mecklenburg County,63226025.3701542
Mecklenburg,Charlotte 3,120000,3.58,2023-01-07,85513.1568824354,0,38223752.6047456,37,119,37119,Mecklenburg County,70792336.662991
Mecklenburg,Charlotte 3,120000,4.08,2023-01-10,40577.087130547,0,15628851.4472391,37,119,37119,Mecklenburg County,43729491.7406076
Mecklenburg,Charlotte 3,120000,2.83,2023-01-14,81891.696770796,0,32135923.2684564,37,119,37119,Mecklenburg County,28662842.440147
Mecklenburg,Charlotte 3,120000,2.08,2023-01-21,84668.4711093805,0,33813175.2217008,37,119,37119,Mecklenburg County,27192649.9791321
Mecklenburg,Charlotte 3,120000,2.83,2023-01-24,23318.4476327221,0,9643459.44482797,37,119,37119,Mecklenburg County,25197519.3116617
Mecklenburg,Charlotte 3,120000,1.5,2023-01-28,108972.473588517,0,38328533.9747498,37,119,37119,Mecklenburg County,27261722.8804262
Mecklenburg,Charlotte 3,120000,2,2023-01-31,89442.7190999915,0,38541288.0409661,37,119,37119,Mecklenburg County,28837760.486848
Mecklenburg,Charlotte 3,120000,1.33,2023-02-04,49386.8656628461,0,21249874.3588422,37,119,37119,Mecklenburg County,32706565.458186
Mecklenburg,Charlotte 3,120000,2.33,2023-02-07,26663.411259627,0,10700439.9547286,37,119,37119,Mecklenburg County,23497200.7848456
Mecklenburg,Charlotte 3,120000,1.42,2023-02-11,56124.8608016092,0,20457650.671217,37,119,37119,Mecklenburg County,17469321.6615959
Mecklenburg,Charlotte 3,120000,0.83,2023-02-19,38695.9300185434,0,15535379.4319595,37,119,37119,Mecklenburg County,15564490.0193017
Mecklenburg,Charlotte 3,120000,1.5,2023-02-22,27013.8853184802,0,10271000.2581131,37,119,37119,Mecklenburg County,15421343.4537632
Mecklenburg,Charlotte 3,120000,1.08,2023-02-25,21213.2034355964,0,7815911.46775038,37,119,37119,Mecklenburg County,11207430.385941
Mecklenburg,Charlotte 3,120000,0.83,2023-02-28,20868.6367547092,0,8031273.98641307,37,119,37119,Mecklenburg County,8706061.90409218
Mecklenburg,Charlotte 3,120000,0.42,2023-03-04,16628.2891483159,0,6189564.69796676,37,119,37119,Mecklenburg County,7345583.3840434
Mecklenburg,Charlotte 3,120000,0.5,2023-03-07,11645.8146988521,0,4397385.67936322,37,119,37119,Mecklenburg County,6206074.78791435
Mecklenburg,Charlotte 3,120000,0.58,2023-03-10,16874.5370306862,0,6334456.52053266,37,119,37119,Mecklenburg County,5640468.96595421
Mecklenburg,Charlotte 3,120000,0.75,2023-03-14,2121.32034355964,0,899365.155193194,37,119,37119,Mecklenburg County,3877069.11836302
Mecklenburg,Charlotte 3,120000,0.75,2023-03-18,17778.0988859889,0,6780194.46394451,37,119,37119,Mecklenburg County,4671338.71322345
Mecklenburg,Charlotte 3,120000,0.92,2023-03-21,7825.3434429423,0,2946900.77843909,37,119,37119,Mecklenburg County,3542153.46585893
Mecklenburg,Charlotte 3,120000,0.92,2023-03-25,99462.5557684901,0,35705277.1411395,37,119,37119,Mecklenburg County,15144124.127841
Mecklenburg,Charlotte 3,120000,0.17,2023-03-28,62819.5829339865,0,25781185.1049203,37,119,37119,Mecklenburg County,21477787.674833
Mecklenburg,Charlotte 3,120000,0.67,2023-04-01,59977.9959651871,0,22609470.2985258,37,119,37119,Mecklenburg County,28031977.5148619
Mecklenburg,Charlotte 3,120000,0.5,2023-04-04,39523.0363206068,0,14400010.7874723,37,119,37119,Mecklenburg County,20930222.0636395
Mecklenburg,Charlotte 3,120000,0.42,2023-04-07,85357.4226415021,0,31880382.7831579,37,119,37119,Mecklenburg County,22963287.9563853
Mecklenburg,Charlotte 3,120000,0.17,2023-04-11,51249.5697542917,0,27079183.6048104,37,119,37119,Mecklenburg County,24453192.3918135
Mecklenburg,Charlotte 3,120000,0.42,2023-04-15,96733.5205603517,0,38692498.9290474,37,119,37119,Mecklenburg County,32550688.4390052
Mecklenburg,Charlotte 3,120000,0.17,2023-04-18,39862.5990121066,0,16118195.1610573,37,119,37119,Mecklenburg County,27296625.898305
Mecklenburg,Charlotte 3,120000,0.17,2023-04-22,10294.7948012576,0,3777159.13162795,37,119,37119,Mecklenburg County,19529284.4072442
Mecklenburg,Charlotte 3,120000,0.58,2023-04-25,25544.64327408,0,9967817.40064016,37,119,37119,Mecklenburg County,9954390.5644418
Mecklenburg,Charlotte 3,120000,0.17,2023-04-29,48169.1394982307,0,25314795.1211583,37,119,37119,Mecklenburg County,13019923.8844755
Mecklenburg,Charlotte 3,120000,0.42,2023-05-06,49925.9611825351,0,17502024.2328755,37,119,37119,Mecklenburg County,17594878.9182247
Mecklenburg,Charlotte 3,120000,0.17,2023-05-07,49607.2454385446,0,17781510.513269,37,119,37119,Mecklenburg County,20199443.2891009
Mecklenburg,Charlotte 3,120000,0.17,2023-05-13,86724.5063404804,0,31159902.6530939,37,119,37119,Mecklenburg County,22147812.4664128
Mecklenburg,Charlotte 3,120000,0.17,2023-05-16,55600.9748115984,0,18828468.0758861,37,119,37119,Mecklenburg County,22589960.414083
Mecklenburg,Charlotte 3,120000,0.17,2023-05-20,36886.2250711563,0,6783647.9043399,37,119,37119,Mecklenburg County,18924006.2111066
Mecklenburg,Charlotte 3,120000,0.17,2023-05-23,11969.2272098077,0,2235210.09221362,37,119,37119,Mecklenburg County,9282442.02414654
Mecklenburg,Charlotte 3,120000,,2023-05-25,59515.6450019657,0,20182275.9820602,37,119,37119,Mecklenburg County,9733711.32620457
Mecklenburg,Charlotte 3,120000,,2023-05-27,27838.2183337943,0,9405057.15750646,37,119,37119,Mecklenburg County,10607514.4105934
Mecklenburg,Charlotte 3,120000,,2023-06-03,75625.6623111494,0,26766561.2275303,37,119,37119,Mecklenburg County,18784631.455699
Mecklenburg,Charlotte 3,120000,,2023-06-10,41084.6394653769,0,14606088.5083109,37,119,37119,Mecklenburg County,16925902.2977826
Mecklenburg,Charlotte 3,120000,,2023-06-13,9625.715557817,0,3349184.46590284,37,119,37119,Mecklenburg County,14907278.067248
Mecklenburg,Charlotte 3,120000,,2023-06-17,35623.1834624589,0,11889098.5501801,37,119,37119,Mecklenburg County,9948123.84146461
Mecklenburg,Charlotte 3,120000,,2023-06-21,22493.5190666112,0,9706754.24652148,37,119,37119,Mecklenburg County,8315012.42086814
Mecklenburg,Charlotte 3,120000,,2023-06-24,23935.2794009178,0,10396878.6124258,37,119,37119,Mecklenburg County,10664243.8030425
Mecklenburg,Charlotte 3,120000,,2023-06-27,18791.402289345,0,7223553.53265909,37,119,37119,Mecklenburg County,9109062.13053546
Mecklenburg,Charlotte 3,120000,,2023-07-01,27228.1031289365,0,10154040.0870775,37,119,37119,Mecklenburg County,9258157.4107208
Mecklenburg,Charlotte 3,120000,,2023-07-04,27878.9095913022,0,10016823.9128263,37,119,37119,Mecklenburg County,9131472.5108543
Mecklenburg,Charlotte 3,120000,,2023-07-08,61436.0350283122,0,22170716.8536351,37,119,37119,Mecklenburg County,14113860.284513
Mecklenburg,Charlotte 3,120000,,2023-07-11,24132.9815812303,0,8434925.93609739,37,119,37119,Mecklenburg County,13540822.2341863
Mecklenburg,Charlotte 3,120000,,2023-07-15,34191.1041061853,0,11988176.3829141,37,119,37119,Mecklenburg County,14197939.7242155
Mecklenburg,Charlotte 3,120000,,2023-07-18,56614.627085233,0,20484369.4788001,37,119,37119,Mecklenburg County,13635823.9326039
Mecklenburg,Charlotte 3,120000,,2023-07-22,89191.2327530011,0,31314671.6759627,37,119,37119,Mecklenburg County,21262405.8458923
Mecklenburg,Charlotte 3,120000,,2023-07-25,50775.3562272094,0,17360919.6474983,37,119,37119,Mecklenburg County,23053320.2674204
Mecklenburg,Charlotte 3,120000,,2023-07-29,189503.065938259,0,63281776.4402266,37,119,37119,Mecklenburg County,37319122.5878959
Mecklenburg,Charlotte 3,120000,,2023-08-01,58437.6864702907,0,20756873.3898819,37,119,37119,Mecklenburg County,33799856.4925356
Mecklenburg,Charlotte 3,120000,,2023-08-05,124167.486887671,0,40500367.2858322,37,119,37119,Mecklenburg County,41513005.7053136
Mecklenburg,Charlotte 3,120000,,2023-08-08,96121.8060587712,0,32574520.3637274,37,119,37119,Mecklenburg County,31277253.6798138
Mecklenburg,Charlotte 3,120000,,2023-08-12,181507.595433359,0,61436300.6609533,37,119,37119,Mecklenburg County,44837062.770171
Mecklenburg,Charlotte 3,120000,,2023-08-22,75122.4919714462,0,23064669.7769258,37,119,37119,Mecklenburg County,39025163.6005355
Mecklenburg,Charlotte 3,120000,,2023-08-26,97542.0832256518,0,31311195.996234,37,119,37119,Mecklenburg County,38604055.4780377
Mecklenburg,Charlotte 3,120000,,2023-08-29,94647.3200888434,0,38932872.2471214,37,119,37119,Mecklenburg County,31102912.6734271
Mecklenburg,Charlotte 3,120000,,2023-09-02,139085.513264323,0,54492160.2477641,37,119,37119,Mecklenburg County,41578742.8303732
Mecklenburg,Charlotte 3,120000,,2023-09-09,276602.530718719,0,94775586.2439917,37,119,37119,Mecklenburg County,62733539.5796257
Mecklenburg,Charlotte 3,120000,,2023-09-12,100524.373163925,0,38464731.5931613,37,119,37119,Mecklenburg County,62577492.6949724
Mecklenburg,Charlotte 3,120000,,2023-09-16,176973.326803787,0,63809387.6797109,37,119,37119,Mecklenburg County,65683235.172288
Mecklenburg,Charlotte 3,120000,,2023-09-19,63590.6408208001,0,22069646.3451429,37,119,37119,Mecklenburg County,41447921.8726717
Mecklenburg,Charlotte 3,120000,,2023-09-23,126718.933076317,0,39493805.5896569,37,119,37119,Mecklenburg County,41790946.5381702
Mecklenburg,Charlotte 3,120000,,2023-09-26,43826.781766404,0,16272211.3287656,37,119,37119,Mecklenburg County,25945221.0878551
Mecklenburg,Charlotte 3,120000,,2023-09-30,97313.4481970503,0,33583094.7937328,37,119,37119,Mecklenburg County,29783037.2373851
Mecklenburg,Charlotte 3,120000,,2023-10-03,20787.3230599806,0,6973753.48653455,37,119,37119,Mecklenburg County,18943019.8696777
Mecklenburg,Charlotte 3,120000,,2023-10-07,81076.5268126355,0,26222652.8197369,37,119,37119,Mecklenburg County,22259833.7000014
Mecklenburg,Charlotte 3,120000,,2023-10-10,34445.8531611572,0,12191589.5940088,37,119,37119,Mecklenburg County,15129331.9667601
Mecklenburg,Charlotte 3,120000,,2023-10-17,50106.9576007165,0,17028062.1097647,37,119,37119,Mecklenburg County,18480768.1745035
Mecklenburg,Charlotte 2,182501,2.14,2021-03-31,16112.883044322,0,7045152.37502034,37,119,37119,Mecklenburg County,12088268.0262646
Mecklenburg,Charlotte 2,182501,1.32,2021-04-05,5662.37582645307,0,2198624.50906398,37,119,37119,Mecklenburg County,8757279.66461634
Mecklenburg,Charlotte 2,182501,1.26,2021-04-07,32449.9614791759,0,12310463.9410855,37,119,37119,Mecklenburg County,7184746.94172327
Mecklenburg,Charlotte 2,182501,1.21,2021-04-12,10600.7075235571,0,4243641.52750774,37,119,37119,Mecklenburg County,6250909.99255241
Mecklenburg,Charlotte 2,182501,1.75,2021-04-14,13322.9125944742,0,5253247.04467748,37,119,37119,Mecklenburg County,7269117.50442357
Mecklenburg,Charlotte 2,182501,1.48,2021-04-19,15708.278072405,0,5789786.34658199,37,119,37119,Mecklenburg County,5095558.30625574
Mecklenburg,Charlotte 2,182501,2.14,2021-04-21,13162.4465810882,0,4802296.7206581,37,119,37119,Mecklenburg County,5281776.70397252
Mecklenburg,Charlotte 2,182501,0.44,2021-04-26,7866.06636127615,0,3033077.62345351,37,119,37119,Mecklenburg County,4541720.2302312
Mecklenburg,Charlotte 2,182501,1.53,2021-04-28,15241.8010746762,0,5472425.85888104,37,119,37119,Mecklenburg County,4435933.40099755
Mecklenburg,Charlotte 2,182501,1.21,2021-05-04,12072.6964676496,0,4524899.76887876,37,119,37119,Mecklenburg County,4343467.75040444
Mecklenburg,Charlotte 2,182501,0.66,2021-05-05,14142.135623731,0,5816801.46941174,37,119,37119,Mecklenburg County,5271375.69905718
Mecklenburg,Charlotte 2,182501,0.49,2021-05-10,0,0,108770.243844659,37,119,37119,Mecklenburg County,3483490.49404505
Mecklenburg,Charlotte 2,182501,0.55,2021-05-12,0,0,414032.293205269,37,119,37119,Mecklenburg County,2113201.33548722
Mecklenburg,Charlotte 2,182501,0.38,2021-05-17,4795.83152331272,0,1493107.71519993,37,119,37119,Mecklenburg County,671970.084083286
Mecklenburg,Charlotte 2,182501,0.55,2021-05-19,3976.49343014672,0,1203378.06358685,37,119,37119,Mecklenburg County,1036839.35733068
Mecklenburg,Charlotte 2,182501,0.44,2021-05-24,0,0,318716.254891344,37,119,37119,Mecklenburg County,1005067.34455937
Mecklenburg,Charlotte 2,182501,0.11,2021-05-26,5448.62367942584,0,1912201.70677195,37,119,37119,Mecklenburg County,1144765.34175005
Mecklenburg,Charlotte 2,182501,0.38,2021-05-28,0,0,587904.771791152,37,119,37119,Mecklenburg County,939607.577818149
Mecklenburg,Charlotte 2,182501,0.33,2021-06-04,3162.27766016838,0,1128827.02868001,37,119,37119,Mecklenburg County,1209644.50241437
Mecklenburg,Charlotte 2,182501,0.11,2021-06-07,6113.50963031875,0,2579218.16358671,37,119,37119,Mecklenburg County,1431983.32135262
Mecklenburg,Charlotte 2,182501,0.38,2021-06-11,0,0,394509.155708796,37,119,37119,Mecklenburg County,1367518.11599184
Mecklenburg,Charlotte 2,182501,0.27,2021-06-14,3162.27766016838,0,1066515.25196613,37,119,37119,Mecklenburg County,1346747.52375388
Mecklenburg,Charlotte 2,182501,0.11,2021-06-18,8351.64654424504,0,2572439.02227653,37,119,37119,Mecklenburg County,1344487.80998382
Mecklenburg,Charlotte 2,182501,0.11,2021-06-21,0,0,391989.905480159,37,119,37119,Mecklenburg County,1343648.05990761
Mecklenburg,Charlotte 2,182501,0.11,2021-06-26,6873.86354243376,0,2269815.1955999,37,119,37119,Mecklenburg County,1744748.04111886
Mecklenburg,Charlotte 2,182501,0.11,2021-06-29,10868.5325596421,0,3575366.96445021,37,119,37119,Mecklenburg County,2079057.35517676
Mecklenburg,Charlotte 2,182501,0.44,2021-07-03,4330.12701892219,0,1380451.11809726,37,119,37119,Mecklenburg County,2408544.42604912
Mecklenburg,Charlotte 2,182501,0.71,2021-07-10,15427.2486205415,0,4991827.92466828,37,119,37119,Mecklenburg County,3315882.00240525
Mecklenburg,Charlotte 2,182501,1.15,2021-07-13,7778.17459305203,0,2374827.26658383,37,119,37119,Mecklenburg County,2915702.10311646
Mecklenburg,Charlotte 2,182501,0.88,2021-07-17,20310.0960115899,0,6083110.40852604,37,119,37119,Mecklenburg County,4483255.19992605
Mecklenburg,Charlotte 2,182501,1.7,2021-07-20,23616.7313572391,0,7798469.57597332,37,119,37119,Mecklenburg County,5418802.41702773
Mecklenburg,Charlotte 2,182501,1.75,2021-07-24,86023.2526704262,0,27906099.4685015,37,119,37119,Mecklenburg County,13929226.4843336
Mecklenburg,Charlotte 2,182501,2.9,2021-07-27,26636.4412037344,0,8591186.01806118,37,119,37119,Mecklenburg County,14765251.687512
Mecklenburg,Charlotte 2,182501,3.34,2021-07-31,57445.6264653804,0,18909516.5674595,37,119,37119,Mecklenburg County,18468934.0180074
Mecklenburg,Charlotte 2,182501,4.16,2021-08-03,90000,0,28412123.3308311,37,119,37119,Mecklenburg County,18637608.6387839
Mecklenburg,Charlotte 2,182501,4.27,2021-08-07,79608.4166404533,0,25016016.13314,37,119,37119,Mecklenburg County,24112552.0104769
Mecklenburg,Charlotte 2,182501,5.26,2021-08-10,51744.5649319811,0,15702022.4943875,37,119,37119,Mecklenburg County,23043387.3194529
Mecklenburg,Charlotte 2,182501,4,2021-08-14,124448.784646537,0,43907782.3360474,37,119,37119,Mecklenburg County,28208606.9878583
Mecklenburg,Charlotte 2,182501,5.26,2021-08-17,53857.4507380362,0,21649411.4781865,37,119,37119,Mecklenburg County,27086405.4362071
Mecklenburg,Charlotte 2,182501,4.77,2021-08-21,35428.6254319865,0,11449019.2465003,37,119,37119,Mecklenburg County,25668737.6869114
Mecklenburg,Charlotte 2,182501,5.97,2021-08-24,97371.7104707523,0,32738768.8196071,37,119,37119,Mecklenburg County,21945733.1814313
Mecklenburg,Charlotte 2,182501,4.38,2021-08-28,150083.310198036,0,49216508.2926551,37,119,37119,Mecklenburg County,31134765.4529208
