county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,flag,sars_cov2_normalized,STATEFP,COUNTYFP,FIPS,NAMELSAD,smooth_normalised
Mecklenburg,Charlotte 2,182501,4.33,2021-01-04,119582.607431014,0,48863072.76528,37,119,37119,Mecklenburg County,
Jackson,Tuckaseigee,13296,1.5,2021-01-04,42988.496600835,0,8934410.21163842,37,099,37099,Jackson County,
Mecklenburg,Charlotte 1,68685,13.1,2021-01-05,59966.6574022598,0,16458454.8147915,37,119,37119,Mecklenburg County,
Pitt,Greenville,89616,16.4,2021-01-05,23048.6767516055,0,16258807.5599369,37,147,37147,Pitt County,
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-01-05,17375.8453031788,0,16932978.7538053,37,037,37037,Chatham County,
Carteret,Town of Beaufort,3500,14.29,2021-01-05,0,0,311698.22620376,37,031,37031,Carteret County,
New Hanover,Wilmington City,58361,9.42,2021-01-05,21385.0415010119,0,5659255.65496744,37,129,37129,New Hanover County,
Orange,Chapel Hill - Carrboro,78141,4.1,2021-01-06,14207.0405081425,0,6531345.29266412,37,135,37135,Orange County,
Mecklenburg,Charlotte 1,68685,9.75,2021-01-06,96374.270425254,0,25494835.6072684,37,119,37119,Mecklenburg County,30272121.0624466
Mecklenburg,Charlotte 2,182501,6.96,2021-01-06,90332.7183250897,0,31440074.4066279,37,119,37119,Mecklenburg County,24464454.9428959
Wake,Raleigh,550000,10.51,2021-01-06,59966.6574022598,0,24940865.7151835,37,183,37183,Wake County,
Durham,South Durham,108105,4.63,2021-01-06,21488.6016297013,0,6952582.04623115,37,063,37063,Durham County,
Orange,Chapel Hill - Carrboro,78141,3.2,2021-01-08,28861.7393793236,0,11422926.181823,37,135,37135,Orange County,
Pitt,Greenville,89616,7.03,2021-01-08,19691.3686675152,0,11977456.9288717,37,147,37147,Pitt County,
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-01-08,9020.80927633436,0,6693981.64637409,37,037,37037,Chatham County,
Carteret,Town of Beaufort,3500,,2021-01-08,0,0,318124.993754353,37,031,37031,Carteret County,
Wake,Raleigh,550000,8.62,2021-01-09,34477.3476358028,0,13086648.9608951,37,183,37183,Wake County,
Durham,South Durham,108105,3.98,2021-01-09,34356.5859770729,0,10454319.6396618,37,063,37063,Durham County,
Mecklenburg,Charlotte 1,68685,4.22,2021-01-11,41109.609582189,0,11486856.2668698,37,119,37119,Mecklenburg County,22807255.426922
Jackson,Tuckaseigee,13296,1.5,2021-01-11,32801.9331442524,0,8124739.83304,37,099,37099,Jackson County,
Orange,Chapel Hill - Carrboro,78141,3.97,2021-01-12,65954.5297913646,0,25752090.1089336,37,135,37135,Orange County,14568787.1944736
Mecklenburg,Charlotte 1,68685,8.01,2021-01-12,72327.3807074472,0,19890841.5808481,37,119,37119,Mecklenburg County,20939257.4181153
Mecklenburg,Charlotte 2,182501,6.96,2021-01-12,53735.4631505117,0,19772479.8330116,37,119,37119,Mecklenburg County,17050059.2269098
Pitt,Greenville,89616,9.6,2021-01-12,41231.0562561766,0,23685883.6456545,37,147,37147,Pitt County,17307382.7114877
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-01-12,0,0,325812.331113028,37,031,37031,Carteret County,318545.18369038
Chatham,Pittsboro (Data available until - 5/25/21),4234,14.17,2021-01-12,12046.7838031568,0,7754691.70857299,37,037,37037,Chatham County,10460550.7029175
Carteret,Town of Beaufort,3500,5.71,2021-01-12,0,0,330978.528855539,37,031,37031,Carteret County,324971.951240973
Mecklenburg,Charlotte 2,182501,6.36,2021-01-13,62449.979983984,0,22175968.3532754,37,119,37119,Mecklenburg County,20613096.589045
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-01-13,7541.55156449918,0,3587908.16408736,37,031,37031,Carteret County,1414899.67468531
Wake,Raleigh,550000,8.67,2021-01-13,59947.894041409,0,20010814.1237471,37,183,37183,Wake County,19346109.5999419
Durham,South Durham,108105,3.05,2021-01-13,30240.7010500749,0,8714805.25862142,37,063,37063,Durham County,8707235.64817146
Orange,Chapel Hill - Carrboro,78141,2.69,2021-01-15,14404.8602908879,0,5296434.91024577,37,135,37135,Orange County,14157150.4003341
Pitt,Greenville,89616,5.58,2021-01-15,29055.1200307278,0,15181636.7543362,37,147,37147,Pitt County,16948325.7762875
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-01-15,6229.96789718856,0,3260311.5868227,37,031,37031,Carteret County,2393066.0932552
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-01-15,0,0,840619.359247536,37,037,37037,Chatham County,5096430.90473154
Carteret,Town of Beaufort,3500,5.71,2021-01-15,3929.05841137543,0,4461917.31312615,37,031,37031,Carteret County,3770045.68801207
Wake,Raleigh,550000,6.62,2021-01-16,46300.6479436304,0,15455316.2312766,37,183,37183,Wake County,16184259.7719729
Durham,South Durham,108105,3.33,2021-01-16,35586.8655545835,0,9457960.8103763,37,063,37063,Durham County,9542361.90288651
Jackson,Tuckaseigee,13296,1.5,2021-01-18,46636.2470188157,0,12348019.7053604,37,099,37099,Jackson County,9802389.9166796
Orange,Chapel Hill - Carrboro,78141,2.18,2021-01-19,12903.487900564,0,4594383.7905343,37,135,37135,Orange County,11880969.6032379
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-01-19,0,0,150774.605292504,37,031,37031,Carteret County,2624334.50174712
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-01-19,9295.16003089781,0,4819986.13437815,37,037,37037,Chatham County,4471765.73406623
Mecklenburg,Charlotte 1,68685,6.26,2021-01-20,47328.638264797,0,11789959.6613494,37,119,37119,Mecklenburg County,17912802.6158788
Mecklenburg,Charlotte 2,182501,5.42,2021-01-20,47631.3972081441,0,16192682.6338162,37,119,37119,Mecklenburg County,16719536.8828137
Pitt,Greenville,89616,7.14,2021-01-20,16610.2378068467,0,7942340.45568317,37,147,37147,Pitt County,15603286.9518913
Wake,Raleigh,550000,6.27,2021-01-20,25561.690084969,0,8641656.74060391,37,183,37183,Wake County,14702595.6985425
Durham,South Durham,108105,3.15,2021-01-20,28930.9522829789,0,7293923.80332376,37,063,37063,Durham County,8488896.62410716
Carteret,Town of Beaufort,3500,5.71,2021-01-20,0,0,289204.539776685,37,031,37031,Carteret County,1633965.48606511
Pitt,Greenville,89616,7.59,2021-01-22,50000,0,23401084.6277449,37,147,37147,Pitt County,15508353.9459214
New Hanover,New Hanover County (North),67743,4.87,2021-01-22,16992.6454679664,0,6390331.86955674,37,129,37129,New Hanover County,
Carteret,Newport (Data available until - 8/18/21),4774,10.47,2021-01-22,0,0,141351.192461722,37,031,37031,Carteret County,193776.77917697
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-01-22,13860.9162756291,0,7435396.19316482,37,037,37037,Chatham County,4365333.89559684
Carteret,Town of Beaufort,3500,5.71,2021-01-22,5744.56264653803,0,5343172.00008467,37,031,37031,Carteret County,1924575.91077436
New Hanover,Wilmington City,58361,4.97,2021-01-22,18472.9532019112,0,3870150.95822831,37,129,37129,New Hanover County,5306579.49425083
Orange,Chapel Hill - Carrboro,78141,3.33,2021-01-23,23515.9520326097,0,8293288.20363794,37,135,37135,Orange County,6061368.96813934
Wake,Raleigh,550000,5.44,2021-01-23,30990.9260913578,0,9986540.14025434,37,183,37183,Wake County,11361171.0373783
Durham,South Durham,108105,2.78,2021-01-23,37649.7011940334,0,9175648.53747066,37,063,37063,Durham County,8642511.05039024
Mecklenburg,Charlotte 1,68685,3.64,2021-01-25,42763.8866334668,0,11100638.2985739,37,119,37119,Mecklenburg County,13027760.1979132
Mecklenburg,Charlotte 2,182501,2.47,2021-01-25,81009.2587300984,0,26766831.3959421,37,119,37119,Mecklenburg County,18020050.7761107
Jackson,Tuckaseigee,13296,1.5,2021-01-25,14909.5513010956,0,3523168.68689745,37,099,37099,Jackson County,7998642.74176595
Orange,Chapel Hill - Carrboro,78141,3.33,2021-01-26,14142.135623731,0,5131326.25668514,37,135,37135,Orange County,6006332.75028579
Pitt,Greenville,89616,5.24,2021-01-26,53033.008588991,0,27553552.4210747,37,147,37147,Pitt County,19632325.8348343
New Hanover,New Hanover County (North),67743,4.58,2021-01-26,27522.7178890458,0,10596388.9920385,37,129,37129,New Hanover County,6952290.60660785
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-01-26,0,0,320471.145357077,37,031,37031,Carteret County,1934998.11263449
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-01-26,5994.7894041409,0,3108585.72745684,37,037,37037,Chatham County,5121322.68499994
Carteret,Town of Beaufort,3500,5.71,2021-01-26,0,0,295631.307327278,37,031,37031,Carteret County,1986424.81758968
New Hanover,Wilmington City,58361,7.37,2021-01-26,13162.4465810882,0,2749043.08403771,37,129,37129,New Hanover County,5738527.67810151
Mecklenburg,Charlotte 1,68685,6.26,2021-01-27,40527.7682583189,0,13312169.0504716,37,119,37119,Mecklenburg County,17059879.5816625
Mecklenburg,Charlotte 2,182501,7.12,2021-01-27,25602.7342289842,0,11247573.3249977,37,119,37119,Mecklenburg County,17108857.9238038
Wake,Raleigh,550000,5.78,2021-01-27,31991.2097301743,0,11114734.6141457,37,183,37183,Wake County,9914310.49833465
Durham,South Durham,108105,4.44,2021-01-27,9940.44767603554,0,3341513.14070119,37,063,37063,Durham County,6603695.16049854
Orange,Chapel Hill - Carrboro,78141,3.2,2021-01-29,12737.739202857,0,6368026.51537692,37,135,37135,Orange County,6597546.9919
Pitt,Greenville,89616,3.46,2021-01-29,10750,0,5893989.78976968,37,147,37147,Pitt County,18949542.2795298
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-01-29,0,0,438237.700183487,37,031,37031,Carteret County,351446.717622614
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-01-29,11757.9760163049,0,7463659.92267488,37,037,37037,Chatham County,6002547.28109885
Carteret,Town of Beaufort,3500,5.71,2021-01-29,4677.07173346743,0,7132419.47120379,37,031,37031,Carteret County,2622096.15957152
New Hanover,New Hanover County (North),67743,6.79,2021-01-30,4506.93909432998,0,1745268.60378784,37,129,37129,New Hanover County,5030233.55995468
Wake,Raleigh,550000,5.16,2021-01-30,7595.22876548165,0,2670704.57367047,37,183,37183,Wake County,7923993.10935684
Durham,South Durham,108105,2.87,2021-01-30,47434.1649025257,0,14001830.9637818,37,063,37063,Durham County,8839664.21398455
New Hanover,Wilmington City,58361,7.54,2021-01-30,17524.9821683219,0,3807951.81927802,37,129,37129,New Hanover County,2767421.16903452
Mecklenburg,Charlotte 1,68685,2.77,2021-02-01,8645.80823289529,0,3178200.61692696,37,119,37119,Mecklenburg County,9245980.99746542
Mecklenburg,Charlotte 2,182501,3.51,2021-02-01,14223.6598665744,0,6384327.30864632,37,119,37119,Mecklenburg County,6936700.41685699
Jackson,Tuckaseigee,13296,1.5,2021-02-01,12779.5543740774,0,4475191.1783234,37,099,37099,Jackson County,6782126.52352708
Orange,Chapel Hill - Carrboro,78141,3.46,2021-02-02,6708.20393249937,0,3509642.05466653,37,135,37135,Orange County,5002998.2755762
Pitt,Greenville,89616,6.14,2021-02-02,80777.4721070176,0,51385602.4179096,37,147,37147,Pitt County,28277714.8762513
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-02-02,0,0,150774.605292504,37,031,37031,Carteret County,2573810.59222659
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-02-02,0,0,233755.834386235,37,037,37037,Chatham County,3602000.49483932
Carteret,Town of Beaufort,3500,5.71,2021-02-02,0,0,3154893.69823382,37,031,37031,Carteret County,3479362.5915767
Mecklenburg,Charlotte 1,68685,5.97,2021-02-03,51112.6207506522,0,14310069.3035561,37,119,37119,Mecklenburg County,7957532.40970979
Mecklenburg,Charlotte 2,182501,3.34,2021-02-03,32863.35345031,0,14784885.2800309,37,119,37119,Mecklenburg County,11826427.2974111
New Hanover,New Hanover County (North),67743,3.84,2021-02-03,0,0,128501.197869569,37,129,37129,New Hanover County,1893907.20697848
Wake,Raleigh,550000,4.07,2021-02-03,15564.3824162734,0,5430043.0455183,37,183,37183,Wake County,6405160.74444482
Durham,South Durham,108105,2.59,2021-02-03,13024.0162776311,0,4163721.80208463,37,063,37063,Durham County,7169021.96885587
New Hanover,Wilmington City,58361,4.28,2021-02-03,13638.1816969859,0,3485312.68489804,37,129,37129,New Hanover County,2473921.90068188
Pitt,Greenville,89616,2.23,2021-02-05,19248.3765549202,0,11521000.059563,37,147,37147,Pitt County,22933530.7557474
New Hanover,New Hanover County (North),67743,3.25,2021-02-05,8999.99999999999,0,3555570.34675169,37,129,37129,New Hanover County,2389794.7431731
Carteret,Newport (Data available until - 8/18/21),4774,,2021-02-05,0,0,445899.594221255,37,031,37031,Carteret County,1250522.63258253
Carteret,Town of Beaufort,3500,5.71,2021-02-05,0,0,226637.305714285,37,031,37031,Carteret County,1275810.19938979
New Hanover,Wilmington City,58361,3.94,2021-02-05,15588.4572681199,0,3660165.81341517,37,129,37129,New Hanover County,3567016.2816883
Mecklenburg,Charlotte 1,68685,2.77,2021-02-08,73739.4060187631,0,25237196.5675864,37,119,37119,Mecklenburg County,18110717.0503911
Mecklenburg,Charlotte 2,182501,1.7,2021-02-08,34441.9801985891,0,15573676.0137945,37,119,37119,Mecklenburg County,18531919.2871373
Jackson,Tuckaseigee,13296,1.5,2021-02-08,9614.90405568357,0,3038496.25238769,37,099,37099,Jackson County,3678952.03920285
Pitt,Greenville,89616,3.79,2021-02-09,24083.1891575846,0,13163594.5012982,37,147,37147,Pitt County,25356732.3262569
New Hanover,New Hanover County (North),67743,4.58,2021-02-09,0,0,440038.650513576,37,129,37129,New Hanover County,2551924.93689348
Carteret,Newport (Data available until - 8/18/21),4774,,2021-02-09,9354.14346693485,0,4746935.85987233,37,031,37031,Carteret County,1806490.91993596
Carteret,Town of Beaufort,3500,5.71,2021-02-09,4763.13972081442,0,6593970.87055391,37,031,37031,Carteret County,3855848.01204684
New Hanover,Wilmington City,58361,4.28,2021-02-09,16583.123951777,0,3990518.32525454,37,129,37129,New Hanover County,2696907.59639443
Mecklenburg,Charlotte 1,68685,4.51,2021-02-10,57282.196186948,0,16289930.7170668,37,119,37119,Mecklenburg County,19033601.0994826
Mecklenburg,Charlotte 2,182501,2.58,2021-02-10,39921.7985566783,0,15153317.3269901,37,119,37119,Mecklenburg County,15672308.0192838
Orange,Chapel Hill - Carrboro,78141,2.05,2021-02-12,9246.62100445348,0,3673074.37877832,37,135,37135,Orange County,4516914.31627392
Pitt,Greenville,89616,2.57,2021-02-12,15288.8848514207,0,8744212.36679083,37,147,37147,Pitt County,11142935.6425507
New Hanover,New Hanover County (North),67743,2.95,2021-02-12,9417.40410091868,0,3657323.38855884,37,129,37129,New Hanover County,2695960.12144232
Carteret,Newport (Data available until - 8/18/21),4774,,2021-02-12,0,0,117792.660384769,37,031,37031,Carteret County,3819566.46360367
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-02-12,4582.57569495584,0,3441516.51156733,37,037,37037,Chatham County,3712977.42287615
Carteret,Town of Beaufort,3500,5.71,2021-02-12,10102.5986755884,0,14641367.204459,37,031,37031,Carteret County,7117710.24513256
New Hanover,Wilmington City,58361,5.31,2021-02-12,18553.9753152795,0,4296296.47925323,37,129,37129,New Hanover County,3981379.39768887
Wake,Raleigh,550000,2.69,2021-02-13,18867.9622641132,0,7822742.78094462,37,183,37183,Wake County,5307830.1333778
Durham,South Durham,108105,1.11,2021-02-13,14899.6644257514,0,5639858.10872166,37,063,37063,Durham County,7935136.95819603
Mecklenburg,Charlotte 1,68685,1.89,2021-02-15,37533.3185316727,0,13817939.9886179,37,119,37119,Mecklenburg County,15087062.6775583
Jackson,Tuckaseigee,13296,1.5,2021-02-15,10196,0,3251162.07942238,37,099,37099,Jackson County,3588283.17004449
Orange,Chapel Hill - Carrboro,78141,1.54,2021-02-16,4358.89894354068,0,2590921.03079028,37,135,37135,Orange County,3257879.15474504
Mecklenburg,Charlotte 2,182501,2.96,2021-02-16,13747.7270848675,0,8409152.02490467,37,119,37119,Mecklenburg County,12460136.4468376
Pitt,Greenville,89616,2.12,2021-02-16,8317.90237980707,0,4795928.42433628,37,147,37147,Pitt County,8901245.0974751
New Hanover,New Hanover County (North),67743,5.76,2021-02-16,9585.1447563404,0,4413399.48564079,37,129,37129,New Hanover County,4122339.78448429
Carteret,Newport (Data available until - 8/18/21),4774,,2021-02-16,0,0,725829.788200571,37,031,37031,Carteret County,5161663.21768145
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-02-16,0,0,308132.690781854,37,037,37037,Chatham County,1327801.67891181
Carteret,Town of Beaufort,3500,5.71,2021-02-16,10473.1800328267,0,20728763.292617,37,031,37031,Carteret County,12031986.7617589
New Hanover,Wilmington City,58361,2.4,2021-02-16,9874.20882906575,0,2939706.99895638,37,129,37129,New Hanover County,3883134.32128347
Mecklenburg,Charlotte 1,68685,4.08,2021-02-17,21708.2933460924,0,8482459.44606529,37,119,37119,Mecklenburg County,10236517.153196
Mecklenburg,Charlotte 2,182501,2.47,2021-02-17,21428.6607140997,0,12085114.3892027,37,119,37119,Mecklenburg County,9658908.62005755
Wake,Raleigh,550000,3.07,2021-02-17,11368.8170009021,0,5785538.79922433,37,183,37183,Wake County,6346108.20856242
Durham,South Durham,108105,1.3,2021-02-17,0,0,1289460.02655001,37,063,37063,Durham County,3697679.97911877
Orange,Chapel Hill - Carrboro,78141,0.77,2021-02-19,4943.42998332131,0,2950338.91889289,37,135,37135,Orange County,3071444.77615383
Pitt,Greenville,89616,1.79,2021-02-19,8746.42784226797,0,8190730.43589162,37,147,37147,Pitt County,7243623.74233958
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-02-19,0,0,212026.788692584,37,031,37031,Carteret County,7222206.62317005
Chatham,Pittsboro (Data available until - 5/25/21),4234,4.72,2021-02-19,0,0,278913.211483576,37,037,37037,Chatham County,1342854.13794425
Carteret,Town of Beaufort,3500,,2021-02-19,0,0,2501159.28968935,37,031,37031,Carteret County,7813983.12366631
New Hanover,New Hanover County (North),67743,1.77,2021-02-20,10738.3657974573,0,4644366.74706224,37,129,37129,New Hanover County,3999157.74388647
Wake,Raleigh,550000,2.53,2021-02-20,4623.31050222673,0,2359145.52672739,37,183,37183,Wake County,5322475.70229878
Durham,South Durham,108105,1.39,2021-02-20,0,0,645421.500191883,37,063,37063,Durham County,2524913.21182118
New Hanover,Wilmington City,58361,3.43,2021-02-20,8077.74721070176,0,2247690.98216385,37,129,37129,New Hanover County,3277254.90939416
Mecklenburg,Charlotte 1,68685,1.6,2021-02-22,18940.6969248758,0,5897857.5364017,37,119,37119,Mecklenburg County,8821810.45722323
Mecklenburg,Charlotte 2,182501,1.37,2021-02-22,83516.4654424503,0,37711782.838357,37,119,37119,Mecklenburg County,18564918.2546538
Jackson,Tuckaseigee,13296,1.5,2021-02-22,7739.49300665102,0,2467864.47402692,37,099,37099,Jackson County,2919174.26861233
Orange,Chapel Hill - Carrboro,78141,1.66,2021-02-23,0,0,148967.670314067,37,135,37135,Orange County,1896742.53999908
Pitt,Greenville,89616,3.68,2021-02-23,7599.34207678533,0,6413538.41902466,37,147,37147,Pitt County,6466732.42641752
New Hanover,New Hanover County (North),67743,1.62,2021-02-23,0,0,688573.876313908,37,129,37129,New Hanover County,2526877.20184667
Carteret,Newport (Data available until - 8/18/21),4774,,2021-02-23,0,0,195535.816238716,37,031,37031,Carteret County,969573.96487355
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-02-23,0,0,257662.681084827,37,037,37037,Chatham County,281569.527783419
Carteret,Town of Beaufort,3500,5.71,2021-02-23,0,0,498074.485170956,37,031,37031,Carteret County,1064923.19703301
New Hanover,Wilmington City,58361,3.08,2021-02-23,5612.48608016092,0,1565354.78613657,37,129,37129,New Hanover County,1500539.88153811
Mecklenburg,Charlotte 1,68685,3.64,2021-02-24,41079.1918128875,0,12542425.5178614,37,119,37119,Mecklenburg County,18717355.29754
Mecklenburg,Charlotte 2,182501,2.25,2021-02-24,11869.0774704692,0,5283153.28510577,37,119,37119,Mecklenburg County,18512453.8804414
Wake,Raleigh,550000,2.51,2021-02-24,6745.36878161602,0,2722380.01697252,37,183,37183,Wake County,3622354.78097475
Durham,South Durham,108105,1.3,2021-02-24,5338.53912601565,0,1716054.62420747,37,063,37063,Durham County,1216978.71698312
Orange,Chapel Hill - Carrboro,78141,1.02,2021-02-26,0,0,578043.086286511,37,135,37135,Orange County,1225783.22516449
Pitt,Greenville,89616,3.24,2021-02-26,5921.35964116351,0,4091956.05576463,37,147,37147,Pitt County,6232074.97022697
New Hanover,New Hanover County (North),67743,1.03,2021-02-26,1870.82869338697,0,742232.083687229,37,129,37129,New Hanover County,998720.248712569
Carteret,Newport (Data available until - 8/18/21),4774,4.19,2021-02-26,3491.06001094224,0,2076098.43403132,37,031,37031,Carteret County,923236.245146997
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-02-26,0,0,247037.415885453,37,037,37037,Chatham County,261204.436151285
Carteret,Town of Beaufort,3500,,2021-02-26,5086.74748734395,0,7151996.03433408,37,031,37031,Carteret County,3242056.31784545
New Hanover,Wilmington City,58361,1.88,2021-02-26,6873.86354243376,0,1796780.41681466,37,129,37129,New Hanover County,1368122.42887949
Wake,Raleigh,550000,1.85,2021-02-27,5477.22557505167,0,1945555.27817059,37,183,37183,Wake County,2342360.27395683
Durham,South Durham,108105,0.74,2021-02-27,11478.240283249,0,3786101.14089583,37,063,37063,Durham County,2049192.42176506
Mecklenburg,Charlotte 1,68685,2.18,2021-03-01,11543.3963806152,0,3677149.79937489,37,119,37119,Mecklenburg County,7167576.20078069
Mecklenburg,Charlotte 2,182501,1.37,2021-03-01,10118.053172424,0,5981200.3038256,37,119,37119,Mecklenburg County,4980501.12943542
Jackson,Tuckaseigee,13296,4.51,2021-03-01,7247.71915846633,0,2207882.23748726,37,099,37099,Jackson County,2642302.93031219
Orange,Chapel Hill - Carrboro,78141,1.41,2021-03-02,7097.5347832892,0,3262920.97004916,37,135,37135,Orange County,1329977.24221658
Pitt,Greenville,89616,2.68,2021-03-02,10201.1028815516,0,6079954.98463236,37,147,37147,Pitt County,5528483.15314055
New Hanover,New Hanover County (North),67743,1.77,2021-03-02,0,0,413858.866042529,37,129,37129,New Hanover County,984290.455514806
Carteret,Newport (Data available until - 8/18/21),4774,,2021-03-02,0,0,174333.137369458,37,031,37031,Carteret County,3134142.53524495
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-03-02,0,0,236412.150686078,37,037,37037,Chatham County,247037.415885453
Carteret,Town of Beaufort,3500,,2021-03-02,13856.406460551,0,16185201.2277232,37,031,37031,Carteret County,7837176.79980891
New Hanover,Wilmington City,58361,3.08,2021-03-02,10118.053172424,0,2546347.87783122,37,129,37129,New Hanover County,1585662.38689614
Mecklenburg,Charlotte 1,68685,3.06,2021-03-03,25211.6044709574,0,7266947.94440728,37,119,37119,Mecklenburg County,5641766.01586926
Mecklenburg,Charlotte 2,182501,1.75,2021-03-03,12519.9840255489,0,7131006.57630584,37,119,37119,Mecklenburg County,6793051.60817957
Wake,Raleigh,550000,1.55,2021-03-03,0,0,330985.783077126,37,183,37183,Wake County,1666307.02607341
Durham,South Durham,108105,0.74,2021-03-03,6873.86354243376,0,2029058.07632623,37,063,37063,Durham County,2510404.61380984
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-05,0,0,609944.956472406,37,135,37135,Orange County,1483636.33760269
Pitt,Greenville,89616,2.01,2021-03-05,4834.76990145343,0,2795796.00756703,37,147,37147,Pitt County,4322569.01598801
New Hanover,New Hanover County (North),67743,1.62,2021-03-05,0,0,563533.671882546,37,129,37129,New Hanover County,1174580.13858543
Carteret,Newport (Data available until - 8/18/21),4774,,2021-03-05,0,0,176688.990577153,37,031,37031,Carteret County,5512074.45188994
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-03-05,0,0,334821.04393009,37,037,37037,Chatham County,272756.870167207
Carteret,Town of Beaufort,3500,5.71,2021-03-05,0,0,2363093.67638966,37,031,37031,Carteret County,6241661.29823
New Hanover,Wilmington City,58361,2.06,2021-03-05,3968.62696659689,0,936980.851775248,37,129,37129,New Hanover County,1348954.13382967
Wake,Raleigh,550000,1.49,2021-03-06,0,0,446357.2803764,37,183,37183,Wake County,907632.780541372
Durham,South Durham,108105,1.2,2021-03-06,5500,0,1502184.5428056,37,063,37063,Durham County,2439114.58667589
Mecklenburg,Charlotte 1,68685,1.46,2021-03-08,10237.7976147217,0,2911428.41826249,37,119,37119,Mecklenburg County,5769794.31299187
Mecklenburg,Charlotte 2,182501,0.99,2021-03-08,20115.2926898915,0,8110901.85125147,37,119,37119,Mecklenburg County,6051112.28193993
Jackson,Tuckaseigee,13296,1.5,2021-03-08,1807,0,292428.982851985,37,099,37099,Jackson County,1656058.56478872
Orange,Chapel Hill - Carrboro,78141,0.26,2021-03-09,12881.6730279883,0,4879910.28175666,37,135,37135,Orange County,2917592.06942608
Mecklenburg,Charlotte 2,182501,1.32,2021-03-09,6480.74069840787,0,2379273.90186152,37,119,37119,Mecklenburg County,4467201.39045849
Pitt,Greenville,89616,1.9,2021-03-09,8645.80823289529,0,4356846.55467422,37,147,37147,Pitt County,4410865.84895787
New Hanover,New Hanover County (North),67743,1.03,2021-03-09,0,0,209266.24153049,37,129,37129,New Hanover County,569926.921729428
Carteret,Newport (Data available until - 8/18/21),4774,,2021-03-09,0,0,146062.898877113,37,031,37031,Carteret County,895281.855281309
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-03-09,0,0,306122.097307511,37,037,37037,Chatham County,292451.76397456
Carteret,Town of Beaufort,3500,,2021-03-09,0,0,1220028.34256827,37,031,37031,Carteret County,1243061.63927835
New Hanover,Wilmington City,58361,1.2,2021-03-09,4643.54390525168,0,1048136.51966741,37,129,37129,New Hanover County,731461.204324383
Mecklenburg,Charlotte 1,68685,1.46,2021-03-10,11726.0393995586,0,3270030.03112805,37,119,37119,Mecklenburg County,4586735.26141368
Wake,Raleigh,550000,1.69,2021-03-10,4898.97948556636,0,1679466.13420665,37,183,37183,Wake County,818936.399220059
Durham,South Durham,108105,2.13,2021-03-10,9486.83298050514,0,2395093.74255912,37,063,37063,Durham County,1975445.45389698
Orange,Chapel Hill - Carrboro,78141,0.9,2021-03-12,6093.02880347697,0,2145855.4083208,37,135,37135,Orange County,2545236.88218329
Pitt,Greenville,89616,1.56,2021-03-12,5477.22557505167,0,2658317.67272349,37,147,37147,Pitt County,3270320.07832158
New Hanover,New Hanover County (North),67743,1.92,2021-03-12,0,0,78030.4431507718,37,129,37129,New Hanover County,445144.401449557
Carteret,Newport (Data available until - 8/18/21),4774,,2021-03-12,0,0,143707.045669418,37,031,37031,Carteret County,503266.095704934
Chatham,Pittsboro (Data available until - 5/25/21),4234,,2021-03-12,0,0,172660.559489833,37,037,37037,Chatham County,271201.233575811
Carteret,Town of Beaufort,3500,,2021-03-12,0,0,279564.388450794,37,031,37031,Carteret County,547766.592229494
New Hanover,Wilmington City,58361,2.4,2021-03-12,11736.6945943055,0,2481718.14942077,37,129,37129,New Hanover County,1202628.37074632
Wake,Raleigh,550000,1.69,2021-03-13,7599.34207678533,0,2606772.41264284,37,183,37183,Wake County,1577531.94240863
Durham,South Durham,108105,1.2,2021-03-13,6269.96810199224,0,1631248.56197105,37,063,37063,Durham County,1842842.28244526
Mecklenburg,Charlotte 1,68685,0.29,2021-03-15,23851.1006035361,0,6730204.49690736,37,119,37119,Mecklenburg County,4126502.80996564
Mecklenburg,Charlotte 2,182501,1.26,2021-03-15,10562.3150871388,0,3601699.38250892,37,119,37119,Mecklenburg County,4533977.97018144
